,symbol,priceChangePercent,openPrice,highPrice,lowPrice,count
496,MITHUSDT,0.000,0.00000000,0.00000000,0.00000000,0
497,MATICBNB,-5.006,0.00319600,0.00320300,0.00299800,2548
498,MATICBTC,-2.766,0.00002350,0.00002357,0.00002266,22755
499,MATICUSDT,-4.582,1.01050000,1.01450000,0.94000000,243058
500,ATOMBNB,-6.229,0.03628000,0.03635000,0.03368000,607
501,ATOMBTC,-4.046,0.00026690,0.00026770,0.00025420,7284
502,ATOMUSDT,-5.906,11.47900000,11.52000000,10.56800000,145425
503,ATOMUSDC,0.000,0.00000000,0.00000000,0.00000000,0
504,ATOMPAX,0.000,0.00000000,0.00000000,0.00000000,0
505,ATOMTUSD,0.000,0.00000000,0.00000000,0.00000000,0
506,ETCUSDC,0.000,0.00000000,0.00000000,0.00000000,0
507,ETCPAX,0.000,0.00000000,0.00000000,0.00000000,0
508,ETCTUSD,0.000,0.00000000,0.00000000,0.00000000,0
509,BATUSDC,0.000,0.00000000,0.00000000,0.00000000,0
510,BATPAX,0.000,0.00000000,0.00000000,0.00000000,0
511,BATTUSD,0.000,0.00000000,0.00000000,0.00000000,0
512,PHBBNB,0.000,0.00000000,0.00000000,0.00000000,0
513,PHBBTC,-3.419,0.00002574,0.00002592,0.00002473,2157
514,PHBUSDC,0.000,0.00000000,0.00000000,0.00000000,0
515,PHBTUSD,0.000,0.00000000,0.00000000,0.00000000,0
516,PHBPAX,0.000,0.00000000,0.00000000,0.00000000,0
517,TFUELBNB,0.000,0.00000000,0.00000000,0.00000000,0
518,TFUELBTC,-2.632,0.00000114,0.00000114,0.00000109,1865
519,TFUELUSDT,-4.411,0.04874000,0.04882000,0.04583000,21444
520,TFUELUSDC,0.000,0.00000000,0.00000000,0.00000000,0
521,TFUELTUSD,0.000,0.00000000,0.00000000,0.00000000,0
522,TFUELPAX,0.000,0.00000000,0.00000000,0.00000000,0
523,ONEBNB,-5.288,0.00006354,0.00006354,0.00005906,490
524,ONEBTC,-4.255,0.00000047,0.00000047,0.00000044,1190
525,ONEUSDT,-4.231,0.02009000,0.02019000,0.01849000,36098
526,ONETUSD,0.000,0.00000000,0.00000000,0.00000000,0
527,ONEPAX,0.000,0.00000000,0.00000000,0.00000000,0
528,ONEUSDC,0.000,0.00000000,0.00000000,0.00000000,0
529,FTMBNB,-5.969,0.00156990,0.00157390,0.00145490,913
530,FTMBTC,-3.472,0.00001152,0.00001159,0.00001100,6109
531,FTMUSDT,-5.167,0.49550000,0.49880000,0.45700000,105576
532,FTMTUSD,0.000,0.00000000,0.00000000,0.00000000,0
533,FTMPAX,0.000,0.00000000,0.00000000,0.00000000,0
534,FTMUSDC,0.000,0.00000000,0.00000000,0.00000000,0
535,BTCBBTC,0.000,0.00000000,0.00000000,0.00000000,0
536,BCPTTUSD,0.000,0.00000000,0.00000000,0.00000000,0
537,BCPTPAX,0.000,0.00000000,0.00000000,0.00000000,0
538,BCPTUSDC,0.000,0.00000000,0.00000000,0.00000000,0
539,ALGOBNB,-5.874,0.00074900,0.00075100,0.00069600,419
540,ALGOBTC,-3.993,0.00000551,0.00000554,0.00000525,4808
541,ALGOUSDT,-5.778,0.23710000,0.23810000,0.21820000,56861
542,ALGOTUSD,0.000,0.00000000,0.00000000,0.00000000,0
543,ALGOPAX,0.000,0.00000000,0.00000000,0.00000000,0
544,ALGOUSDC,0.000,0.00000000,0.00000000,0.00000000,0
545,USDSBUSDT,0.000,0.00000000,0.00000000,0.00000000,0
546,USDSBUSDS,0.000,0.00000000,0.00000000,0.00000000,0
547,GTOUSDT,0.000,0.00000000,0.00000000,0.00000000,0
548,GTOPAX,0.000,0.00000000,0.00000000,0.00000000,0
549,GTOTUSD,0.000,0.00000000,0.00000000,0.00000000,0
550,GTOUSDC,0.000,0.00000000,0.00000000,0.00000000,0
551,ERDBNB,0.000,0.00000000,0.00000000,0.00000000,0
552,ERDBTC,0.000,0.00000000,0.00000000,0.00000000,0
553,ERDUSDT,0.000,0.00000000,0.00000000,0.00000000,0
554,ERDPAX,0.000,0.00000000,0.00000000,0.00000000,0
555,ERDUSDC,0.000,0.00000000,0.00000000,0.00000000,0
556,DOGEBNB,0.000,0.00000000,0.00000000,0.00000000,0
557,DOGEBTC,-0.926,0.00000216,0.00000218,0.00000213,3893
558,DOGEUSDT,-2.371,0.09277000,0.09300000,0.08843000,118739
559,DOGEPAX,0.000,0.00000000,0.00000000,0.00000000,0
560,DOGEUSDC,0.000,0.00000000,0.00000000,0.00000000,0
561,DUSKBNB,0.000,0.00000000,0.00000000,0.00000000,0
562,DUSKBTC,-2.766,0.00000470,0.00000495,0.00000456,8859
563,DUSKUSDT,-4.268,0.20150000,0.20810000,0.19090000,27287
564,DUSKUSDC,0.000,0.00000000,0.00000000,0.00000000,0
565,DUSKPAX,0.000,0.00000000,0.00000000,0.00000000,0
566,BGBPUSDC,0.000,0.00000000,0.00000000,0.00000000,0
567,ANKRBNB,0.000,0.00000000,0.00000000,0.00000000,0
568,ANKRBTC,-2.857,0.00000070,0.00000072,0.00000068,1343
569,ANKRUSDT,-4.553,0.03031000,0.03037000,0.02875000,23140
570,ANKRTUSD,0.000,0.00000000,0.00000000,0.00000000,0
571,ANKRPAX,0.000,0.00000000,0.00000000,0.00000000,0
572,ANKRUSDC,0.000,0.00000000,0.00000000,0.00000000,0
573,ONTPAX,0.000,0.00000000,0.00000000,0.00000000,0
574,ONTUSDC,0.000,0.00000000,0.00000000,0.00000000,0
575,WINBNB,0.000,0.00000031,0.00000032,0.00000030,570
576,WINBTC,0.000,0.00000000,0.00000000,0.00000000,0
577,WINUSDT,-1.119,0.00009830,0.00010190,0.00009530,15779
578,WINUSDC,0.000,0.00000000,0.00000000,0.00000000,0
579,COSBNB,-3.823,0.00002799,0.00002800,0.00002654,111
580,COSBTC,-4.762,0.00000021,0.00000021,0.00000020,107
581,COSUSDT,-3.054,0.00884000,0.00888000,0.00834000,5701
582,TUSDBTUSD,0.000,0.00000000,0.00000000,0.00000000,0
583,NPXSUSDT,0.000,0.00000000,0.00000000,0.00000000,0
584,NPXSUSDC,0.000,0.00000000,0.00000000,0.00000000,0
585,COCOSBNB,0.000,0.00000000,0.00000000,0.00000000,0
586,COCOSBTC,0.000,0.00000000,0.00000000,0.00000000,0
587,COCOSUSDT,0.000,0.00000000,0.00000000,0.00000000,0
588,MTLUSDT,-3.402,1.64600000,1.65100000,1.56800000,16777
589,TOMOBNB,0.000,0.00000000,0.00000000,0.00000000,0
590,TOMOBTC,0.000,0.00000000,0.00000000,0.00000000,0
591,TOMOUSDT,0.000,0.00000000,0.00000000,0.00000000,0
592,TOMOUSDC,0.000,0.00000000,0.00000000,0.00000000,0
593,PERLBNB,0.000,0.00000000,0.00000000,0.00000000,0
594,PERLBTC,0.000,0.00000000,0.00000000,0.00000000,0
595,PERLUSDC,0.000,0.00000000,0.00000000,0.00000000,0
596,PERLUSDT,0.000,0.00000000,0.00000000,0.00000000,0
597,DENTUSDT,-5.182,0.00137000,0.00140100,0.00128200,22715
598,MFTUSDT,0.000,0.00000000,0.00000000,0.00000000,0
599,KEYUSDT,-2.768,0.00668300,0.00680500,0.00634300,62289
600,STORMUSDT,0.000,0.00000000,0.00000000,0.00000000,0
601,DOCKUSDT,-3.712,0.02344000,0.02400000,0.02192000,4792
602,WANUSDT,-3.226,0.26660000,0.26810000,0.25600000,5775
603,FUNUSDT,-4.053,0.00695700,0.00696400,0.00659300,18115
604,CVCUSDT,-2.868,0.10810000,0.10810000,0.10280000,3922
605,BTTTRX,0.000,0.00000000,0.00000000,0.00000000,0
606,WINTRX,-0.109,0.00092000,0.00097600,0.00091000,1334
607,CHZBNB,-3.823,0.00028770,0.00028770,0.00027300,162
608,CHZBTC,-1.887,0.00000212,0.00000212,0.00000206,2677
609,CHZUSDT,-3.145,0.09093000,0.09123000,0.08500000,39866
610,BANDBNB,0.000,0.00000000,0.00000000,0.00000000,0
611,BANDBTC,-7.320,0.00004932,0.00005158,0.00004502,3437
612,BANDUSDT,-9.284,2.12200000,2.18500000,1.88100000,63920
613,BNBBUSD,1.003,249.30000000,253.80000000,247.70000000,5308
614,BTCBUSD,0.049,42748.40000000,43361.71000000,41427.77000000,9062
615,BUSDUSDT,-0.070,1.00100000,1.00300000,1.00000000,35774
616,BEAMBNB,0.000,0.00000000,0.00000000,0.00000000,0
617,BEAMBTC,0.000,0.00000000,0.00000000,0.00000000,0
618,BEAMUSDT,0.000,0.00000000,0.00000000,0.00000000,0
619,XTZBNB,0.000,0.00000000,0.00000000,0.00000000,0
620,XTZBTC,-1.783,0.00002468,0.00002516,0.00002404,2675
621,XTZUSDT,-3.487,1.06100000,1.07000000,1.00300000,24407
622,RENUSDT,-4.171,0.07444300,0.07472300,0.06980600,20704
623,RVNUSDT,-4.892,0.02269000,0.02283000,0.02133000,20645
624,HCUSDT,0.000,0.00000000,0.00000000,0.00000000,0
625,HBARBNB,-4.594,0.00028730,0.00028840,0.00027230,718
626,HBARBTC,-2.830,0.00000212,0.00000215,0.00000206,2760
627,HBARUSDT,-4.290,0.09090000,0.09140000,0.08600000,36495
628,NKNBNB,0.000,0.00000000,0.00000000,0.00000000,0
629,NKNBTC,-2.473,0.00000283,0.00000285,0.00000273,3886
630,NKNUSDT,-4.194,0.12160000,0.12220000,0.11360000,17666
631,XRPBUSD,1.552,0.62480000,0.64310000,0.60940000,1510
632,ETHBUSD,1.160,2254.96000000,2329.40000000,2228.87000000,6075
633,BCHABCBUSD,0.000,0.00000000,0.00000000,0.00000000,0
634,LTCBUSD,-0.822,72.97000000,73.94000000,71.15000000,998
635,LINKBUSD,0.000,0.00000000,0.00000000,0.00000000,0
636,ETCBUSD,0.000,0.00000000,0.00000000,0.00000000,0
637,STXBNB,-8.201,0.00480400,0.00485500,0.00433800,512
638,STXBTC,-5.846,0.00003524,0.00003610,0.00003268,7917
639,STXUSDT,-7.638,1.51480000,1.54840000,1.35940000,157003
640,KAVABNB,-4.432,0.00288800,0.00289300,0.00274900,248
641,KAVABTC,-2.540,0.00002126,0.00002126,0.00002065,4632
642,KAVAUSDT,-4.376,0.91400000,0.91400000,0.86100000,31806
643,BUSDNGN,0.000,0.00000000,0.00000000,0.00000000,0
644,BNBNGN,0.000,0.00000000,0.00000000,0.00000000,0
645,BTCNGN,-1.188,51005661.00000000,51175360.00000000,49106251.00000000,1959
646,ARPABNB,-2.000,0.00018000,0.00018000,0.00017420,76
647,ARPABTC,-1.493,0.00000134,0.00000134,0.00000131,633
648,ARPAUSDT,-2.840,0.05739000,0.05777000,0.05436000,27270
649,TRXBUSD,0.000,0.00000000,0.00000000,0.00000000,0
650,EOSBUSD,0.000,0.00000000,0.00000000,0.00000000,0
651,IOTXUSDT,-1.608,0.05101000,0.05197000,0.04750000,46605
652,RLCUSDT,-3.567,1.79400000,1.81900000,1.71900000,16110
653,MCOUSDT,0.000,0.00000000,0.00000000,0.00000000,0
654,XLMBUSD,0.000,0.00000000,0.00000000,0.00000000,0
655,ADABUSD,-2.254,0.65210000,0.66310000,0.61080000,3030
656,CTXCBNB,0.000,0.00000000,0.00000000,0.00000000,0
657,CTXCBTC,2.647,0.00001020,0.00001117,0.00000986,3282
658,CTXCUSDT,0.796,0.43990000,0.46980000,0.41200000,95228
659,BCHBNB,2.488,0.84400000,0.91000000,0.80600000,1305
660,BCHBTC,4.992,0.00621000,0.00685000,0.00601000,11636
661,BCHUSDT,2.960,266.90000000,288.00000000,249.10000000,187251
662,BCHUSDC,0.000,0.00000000,0.00000000,0.00000000,0
663,BCHTUSD,2.690,267.70000000,287.80000000,249.60000000,3288
664,BCHPAX,0.000,0.00000000,0.00000000,0.00000000,0
665,BCHBUSD,0.984,233.70000000,237.20000000,229.60000000,87
666,BTCRUB,-2.147,3777765.00000000,3800000.00000000,3646308.00000000,6278
667,ETHRUB,0.000,0.00000000,0.00000000,0.00000000,0
668,XRPRUB,0.000,0.00000000,0.00000000,0.00000000,0
669,BNBRUB,0.000,0.00000000,0.00000000,0.00000000,0
670,TROYBNB,0.000,0.00000000,0.00000000,0.00000000,0
671,TROYBTC,0.000,0.00000000,0.00000000,0.00000000,0
672,TROYUSDT,-1.941,0.00262800,0.00268100,0.00252300,14723
673,BUSDRUB,0.000,0.00000000,0.00000000,0.00000000,0
674,QTUMBUSD,0.000,0.00000000,0.00000000,0.00000000,0
675,VETBUSD,0.000,0.00000000,0.00000000,0.00000000,0
676,VITEBNB,0.000,0.00000000,0.00000000,0.00000000,0
677,VITEBTC,-2.083,0.00000048,0.00000048,0.00000046,373
678,VITEUSDT,-2.940,0.02041000,0.02045000,0.01928000,5312
679,FTTBNB,0.000,0.00000000,0.00000000,0.00000000,0
680,FTTBTC,0.000,0.00000000,0.00000000,0.00000000,0
681,FTTUSDT,12.080,3.16720000,3.62000000,2.92660000,425943
682,BTCTRY,-0.160,1280776.00000000,1283137.00000000,1248718.00000000,21495
683,BNBTRY,2.122,9423.00000000,9641.00000000,9245.00000000,15940
684,BUSDTRY,0.000,0.00000000,0.00000000,0.00000000,0
685,ETHTRY,-1.624,70816.00000000,71008.00000000,68217.00000000,10307
686,XRPTRY,0.132,18.92500000,18.97900000,18.52000000,8783
687,USDTTRY,1.678,29.80000000,30.33000000,29.79000000,156101
688,USDTRUB,-0.228,87.82000000,89.15000000,87.10000000,2208
689,BTCEUR,-1.632,38961.41000000,38997.11000000,37550.00000000,22765
690,ETHEUR,-2.921,2151.60000000,2158.30000000,2050.20000000,13441
691,BNBEUR,0.488,287.00000000,290.30000000,278.90000000,6272
692,XRPEUR,-1.269,0.57540000,0.57630000,0.55620000,3239
693,EURBUSD,0.000,0.00000000,0.00000000,0.00000000,0
694,EURUSDT,-0.208,1.10320000,1.10540000,1.09850000,36814
695,OGNBNB,0.000,0.00000000,0.00000000,0.00000000,0
696,OGNBTC,-4.298,0.00000349,0.00000349,0.00000334,1855
697,OGNUSDT,-5.607,0.14980000,0.15020000,0.14050000,17075
698,DREPBNB,0.000,0.00000000,0.00000000,0.00000000,0
699,DREPBTC,4.173,0.00000671,0.00000716,0.00000667,1557
700,DREPUSDT,2.429,0.28820000,0.30000000,0.27900000,31432
701,BULLUSDT,0.000,0.00000000,0.00000000,0.00000000,0
702,BULLBUSD,0.000,0.00000000,0.00000000,0.00000000,0
703,BEARUSDT,0.000,0.00000000,0.00000000,0.00000000,0
704,BEARBUSD,0.000,0.00000000,0.00000000,0.00000000,0
705,ETHBULLUSDT,0.000,0.00000000,0.00000000,0.00000000,0
706,ETHBULLBUSD,0.000,0.00000000,0.00000000,0.00000000,0
707,ETHBEARUSDT,0.000,0.00000000,0.00000000,0.00000000,0
708,ETHBEARBUSD,0.000,0.00000000,0.00000000,0.00000000,0
709,TCTBNB,0.000,0.00000000,0.00000000,0.00000000,0
710,TCTBTC,0.000,0.00000000,0.00000000,0.00000000,0
711,TCTUSDT,0.000,0.00000000,0.00000000,0.00000000,0
712,WRXBNB,0.000,0.00000000,0.00000000,0.00000000,0
713,WRXBTC,0.000,0.00000000,0.00000000,0.00000000,0
714,WRXUSDT,19.444,0.22680000,0.30700000,0.22330000,459607
715,ICXBUSD,0.000,0.00000000,0.00000000,0.00000000,0
716,BTSUSDT,0.000,0.00000000,0.00000000,0.00000000,0
717,BTSBUSD,0.000,0.00000000,0.00000000,0.00000000,0
718,LSKUSDT,3.651,1.26000000,1.34000000,1.22400000,19291
719,BNTUSDT,-4.399,0.77750000,0.78250000,0.72890000,14616
720,BNTBUSD,0.000,0.00000000,0.00000000,0.00000000,0
721,LTOBNB,0.000,0.00000000,0.00000000,0.00000000,0
722,LTOBTC,-2.899,0.00000207,0.00000210,0.00000201,381
723,LTOUSDT,-4.284,0.08870000,0.08920000,0.08360000,4722
724,ATOMBUSD,-0.787,11.30800000,11.91400000,11.07700000,1105
725,DASHBUSD,0.000,0.00000000,0.00000000,0.00000000,0
726,NEOBUSD,0.000,0.00000000,0.00000000,0.00000000,0
727,WAVESBUSD,0.000,0.00000000,0.00000000,0.00000000,0
728,XTZBUSD,0.000,0.00000000,0.00000000,0.00000000,0
729,EOSBULLUSDT,0.000,0.00000000,0.00000000,0.00000000,0
730,EOSBULLBUSD,0.000,0.00000000,0.00000000,0.00000000,0
731,EOSBEARUSDT,0.000,0.00000000,0.00000000,0.00000000,0
732,EOSBEARBUSD,0.000,0.00000000,0.00000000,0.00000000,0
733,XRPBULLUSDT,0.000,0.00000000,0.00000000,0.00000000,0
734,XRPBULLBUSD,0.000,0.00000000,0.00000000,0.00000000,0
735,XRPBEARUSDT,0.000,0.00000000,0.00000000,0.00000000,0
736,XRPBEARBUSD,0.000,0.00000000,0.00000000,0.00000000,0
737,BATBUSD,0.000,0.00000000,0.00000000,0.00000000,0
738,ENJBUSD,0.000,0.00000000,0.00000000,0.00000000,0
739,NANOBUSD,0.000,0.00000000,0.00000000,0.00000000,0
740,ONTBUSD,0.000,0.00000000,0.00000000,0.00000000,0
741,RVNBUSD,0.000,0.00000000,0.00000000,0.00000000,0
742,STRATBUSD,0.000,0.00000000,0.00000000,0.00000000,0
743,STRATBNB,0.000,0.00000000,0.00000000,0.00000000,0
744,STRATUSDT,0.000,0.00000000,0.00000000,0.00000000,0
745,AIONBUSD,0.000,0.00000000,0.00000000,0.00000000,0
746,AIONUSDT,0.000,0.00000000,0.00000000,0.00000000,0
747,MBLBNB,0.000,0.00000000,0.00000000,0.00000000,0
748,MBLBTC,0.000,0.00000000,0.00000000,0.00000000,0
749,MBLUSDT,-3.624,0.00502200,0.00502700,0.00475300,13001
750,COTIBNB,-6.152,0.00023570,0.00023570,0.00021890,121
751,COTIBTC,-4.023,0.00000174,0.00000175,0.00000164,1317
752,COTIUSDT,-5.881,0.07465000,0.07469000,0.06911000,27919
753,ALGOBUSD,3.862,0.19940000,0.21750000,0.19610000,445
754,BTTBUSD,0.000,0.00000000,0.00000000,0.00000000,0
755,TOMOBUSD,0.000,0.00000000,0.00000000,0.00000000,0
756,XMRBUSD,0.000,0.00000000,0.00000000,0.00000000,0
757,ZECBUSD,0.000,0.00000000,0.00000000,0.00000000,0
758,BNBBULLUSDT,0.000,0.00000000,0.00000000,0.00000000,0
759,BNBBULLBUSD,0.000,0.00000000,0.00000000,0.00000000,0
760,BNBBEARUSDT,0.000,0.00000000,0.00000000,0.00000000,0
761,BNBBEARBUSD,0.000,0.00000000,0.00000000,0.00000000,0
762,STPTBNB,0.000,0.00000000,0.00000000,0.00000000,0
763,STPTBTC,-1.361,0.00000147,0.00000149,0.00000145,1134
764,STPTUSDT,-2.873,0.06335000,0.06350000,0.06071000,13059
765,BTCZAR,-1.490,822314.00000000,823042.00000000,795338.00000000,1506
766,ETHZAR,-2.955,45375.00000000,45437.00000000,43478.00000000,415
767,BNBZAR,0.000,0.00000000,0.00000000,0.00000000,0
768,USDTZAR,0.261,19.13000000,19.29000000,19.10000000,2148
769,BUSDZAR,0.000,0.00000000,0.00000000,0.00000000,0
770,BTCBKRW,0.000,0.00000000,0.00000000,0.00000000,0
771,ETHBKRW,0.000,0.00000000,0.00000000,0.00000000,0
772,BNBBKRW,0.000,0.00000000,0.00000000,0.00000000,0
773,WTCUSDT,0.000,0.00000000,0.00000000,0.00000000,0
774,DATABUSD,0.000,0.00000000,0.00000000,0.00000000,0
775,DATAUSDT,-5.248,0.05107000,0.05342000,0.04673000,59745
776,XZCUSDT,0.000,0.00000000,0.00000000,0.00000000,0
777,SOLBNB,-4.623,0.34390000,0.34600000,0.31940000,11278
778,SOLBTC,-2.439,0.00253000,0.00255430,0.00242330,56678
779,SOLUSDT,-4.293,108.78000000,109.34000000,100.62000000,816825
780,SOLBUSD,6.055,70.36000000,76.15000000,67.97000000,6071
781,BTCIDRT,0.000,0.00,0.00,0.00,0
782,BNBIDRT,0.000,0.00,0.00,0.00,0
783,USDTIDRT,0.392,15574.00,15666.00,15555.00,554
784,BUSDIDRT,0.000,0.00,0.00,0.00,0
785,CTSIBTC,-8.530,0.00000551,0.00000557,0.00000499,1523
786,CTSIUSDT,-10.253,0.23700000,0.23940000,0.20880000,17576
787,CTSIBNB,-9.409,0.00074400,0.00074400,0.00066000,136
788,CTSIBUSD,0.000,0.00000000,0.00000000,0.00000000,0
789,HIVEBNB,0.000,0.00000000,0.00000000,0.00000000,0
790,HIVEBTC,0.116,0.00000860,0.00000868,0.00000843,1786
791,HIVEUSDT,-1.919,0.36990000,0.37080000,0.35280000,8071
792,CHRBNB,-1.201,0.00058270,0.00059750,0.00056810,186
793,CHRBTC,2.108,0.00000427,0.00000446,0.00000418,2962
794,CHRUSDT,0.163,0.18360000,0.18770000,0.17540000,34878
795,BTCUPUSDT,-3.511,11.64900000,11.68500000,10.80400000,4809
796,BTCDOWNUSDT,5.981,0.00267500,0.00299900,0.00267100,15379
797,GXSUSDT,0.000,0.00000000,0.00000000,0.00000000,0
798,ARDRUSDT,-2.381,0.10080000,0.10110000,0.09700000,4314
799,ERDBUSD,0.000,0.00000000,0.00000000,0.00000000,0
800,LENDUSDT,0.000,0.00000000,0.00000000,0.00000000,0
801,HBARBUSD,0.000,0.00000000,0.00000000,0.00000000,0
802,MATICBUSD,-1.434,0.87850000,0.90190000,0.85760000,1609
803,WRXBUSD,0.000,0.00000000,0.00000000,0.00000000,0
804,ZILBUSD,0.000,0.00000000,0.00000000,0.00000000,0
805,MDTBNB,0.000,0.00000000,0.00000000,0.00000000,0
806,MDTBTC,-3.448,0.00000145,0.00000145,0.00000138,1377
807,MDTUSDT,-5.408,0.06231000,0.06238000,0.05761000,27091
808,STMXBTC,0.000,0.00000000,0.00000000,0.00000000,0
809,STMXETH,0.000,0.00000000,0.00000000,0.00000000,0
810,STMXUSDT,-3.685,0.00884600,0.00887100,0.00839100,18846
811,KNCBUSD,0.000,0.00000000,0.00000000,0.00000000,0
812,KNCUSDT,-4.576,0.74300000,0.74500000,0.70000000,10885
813,REPBUSD,0.000,0.00000000,0.00000000,0.00000000,0
814,REPUSDT,0.000,0.00000000,0.00000000,0.00000000,0
815,LRCBUSD,0.000,0.00000000,0.00000000,0.00000000,0
816,LRCUSDT,-7.225,0.34880000,0.35300000,0.30830000,92929
817,IQBNB,0.000,0.00000000,0.00000000,0.00000000,0
818,IQBUSD,0.000,0.00000000,0.00000000,0.00000000,0
819,PNTBTC,0.000,0.00000000,0.00000000,0.00000000,0
820,PNTUSDT,-2.465,0.21500000,0.21690000,0.20580000,5776
821,BTCGBP,1.391,35493.12000000,36500.00000000,34450.00000000,17222
822,ETHGBP,0.202,1970.34000000,2033.67000000,1912.15000000,9172
823,XRPGBP,-1.536,0.53390000,0.54280000,0.51110000,358
824,BNBGBP,0.868,265.10000000,285.00000000,258.70000000,1041
825,GBPBUSD,0.000,0.00000000,0.00000000,0.00000000,0
826,DGBBTC,-8.333,0.00000024,0.00000024,0.00000022,1347
827,DGBBUSD,0.000,0.00000000,0.00000000,0.00000000,0
828,BTCUAH,-1.624,1823959.00000000,1830500.00000000,1758275.00000000,438
829,USDTUAH,0.330,42.39000000,43.04000000,42.35000000,6562
830,COMPBTC,-4.366,0.00146600,0.00148400,0.00139600,941
831,COMPBNB,0.000,0.00000000,0.00000000,0.00000000,0
832,COMPBUSD,0.000,0.00000000,0.00000000,0.00000000,0
833,COMPUSDT,-6.105,62.90000000,63.21000000,58.12000000,43410
834,BTCBIDR,-2.120,669023447.00,670664421.00,639510978.00,177
835,ETHBIDR,-3.737,37137961.00,37137961.00,35057419.00,101
836,BNBBIDR,0.000,0.00,0.00,0.00,0
837,BUSDBIDR,0.000,0.00,0.00,0.00,0
838,USDTBIDR,-0.006,15582.00,15610.00,15480.00,2364
839,BKRWUSDT,0.000,0.00000000,0.00000000,0.00000000,0
840,BKRWBUSD,0.000,0.00000000,0.00000000,0.00000000,0
841,SCUSDT,-2.830,0.00685500,0.00688300,0.00662000,30149
842,ZENUSDT,-1.518,9.88000000,10.01000000,9.34000000,55932
843,SXPBTC,-4.303,0.00000976,0.00000979,0.00000932,1032
844,SXPBNB,-6.344,0.00132400,0.00132900,0.00123600,161
845,SXPBUSD,0.000,0.00000000,0.00000000,0.00000000,0
846,SNXBTC,-2.545,0.00009430,0.00009490,0.00009090,3858
847,SNXBNB,-5.280,0.01288000,0.01288000,0.01205000,192
848,SNXBUSD,0.000,0.00000000,0.00000000,0.00000000,0
849,SNXUSDT,-4.334,4.06100000,4.08800000,3.75200000,48251
850,ETHUPUSDT,-6.028,7.33200000,7.38100000,6.67500000,5207
851,ETHDOWNUSDT,9.307,0.10960000,0.12590000,0.10840000,14870
852,ADAUPUSDT,0.000,0.00000000,0.00000000,0.00000000,0
853,ADADOWNUSDT,0.000,0.00000000,0.00000000,0.00000000,0
854,LINKUPUSDT,0.000,0.00000000,0.00000000,0.00000000,0
855,LINKDOWNUSDT,0.000,0.00000000,0.00000000,0.00000000,0
856,VTHOBNB,0.000,0.00000000,0.00000000,0.00000000,0
857,VTHOBUSD,0.000,0.00000000,0.00000000,0.00000000,0
858,VTHOUSDT,-5.938,0.00244200,0.00245700,0.00224900,18860
859,DCRBUSD,0.000,0.00000000,0.00000000,0.00000000,0
860,DGBUSDT,-4.400,0.01000000,0.01004000,0.00946000,9966
861,GBPUSDT,-3.516,1.22300000,1.25400000,1.15900000,14464
862,STORJBUSD,0.000,0.00000000,0.00000000,0.00000000,0
863,SXPUSDT,-5.937,0.41940000,0.42060000,0.38870000,23718
864,IRISBNB,0.000,0.00000000,0.00000000,0.00000000,0
865,IRISBTC,-1.316,0.00000076,0.00000076,0.00000074,149
866,IRISBUSD,0.000,0.00000000,0.00000000,0.00000000,0
867,MKRBNB,0.000,0.00000000,0.00000000,0.00000000,0
868,MKRBTC,3.419,0.03685000,0.03813000,0.03608000,2042
869,MKRUSDT,1.388,1585.00000000,1609.00000000,1509.00000000,60880
870,MKRBUSD,0.000,0.00000000,0.00000000,0.00000000,0
871,DAIBNB,0.000,0.00000000,0.00000000,0.00000000,0
872,DAIBTC,0.000,0.00000000,0.00000000,0.00000000,0
873,DAIUSDT,0.000,0.00000000,0.00000000,0.00000000,0
874,DAIBUSD,0.000,0.00000000,0.00000000,0.00000000,0
875,RUNEBNB,-5.920,0.01765100,0.01765100,0.01658000,319
876,RUNEBTC,-3.654,0.00012998,0.00012998,0.00012474,1843
877,RUNEBUSD,0.000,0.00000000,0.00000000,0.00000000,0
878,MANABUSD,0.000,0.00000000,0.00000000,0.00000000,0
879,DOGEBUSD,1.585,0.09590000,0.09867000,0.09357000,2099
880,LENDBUSD,0.000,0.00000000,0.00000000,0.00000000,0
881,ZRXBUSD,0.000,0.00000000,0.00000000,0.00000000,0
882,DCRUSDT,3.305,19.06000000,21.18000000,17.94000000,37233
883,STORJUSDT,-1.438,0.73030000,0.74820000,0.68620000,120974
884,XRPBKRW,0.000,0.00000000,0.00000000,0.00000000,0
885,ADABKRW,0.000,0.00000000,0.00000000,0.00000000,0
886,BTCAUD,0.000,0.00000000,0.00000000,0.00000000,0
887,ETHAUD,0.000,0.00000000,0.00000000,0.00000000,0
888,AUDBUSD,0.000,0.00000000,0.00000000,0.00000000,0
889,FIOBNB,0.000,0.00000000,0.00000000,0.00000000,0
890,FIOBTC,3.077,0.00000065,0.00000069,0.00000065,889
891,FIOBUSD,0.000,0.00000000,0.00000000,0.00000000,0
892,BNBUPUSDT,1.084,37.84000000,38.79000000,34.60000000,3990
893,BNBDOWNUSDT,0.426,0.00470000,0.00490000,0.00464000,3814
894,XTZUPUSDT,0.000,0.00000000,0.00000000,0.00000000,0
895,XTZDOWNUSDT,0.000,0.00000000,0.00000000,0.00000000,0
896,AVABNB,0.000,0.00000000,0.00000000,0.00000000,0
897,AVABTC,-0.705,0.00001561,0.00001587,0.00001544,349
